month,kpi,market,technology_name,value,integration
2023-05-01,number_of_orders,emea,CNC,430,TRUE
2023-06-01,number_of_orders,emea,CNC,600,TRUE
2023-07-01,number_of_orders,emea,CNC,903,TRUE
2023-08-01,number_of_orders,emea,CNC,906,TRUE
2023-09-01,number_of_orders,emea,CNC,969,TRUE
2023-10-01,number_of_orders,emea,CNC,1111,TRUE
2023-11-01,number_of_orders,emea,CNC,1047,TRUE
2023-12-01,number_of_orders,emea,CNC,1076,TRUE
2023-01-01,number_of_orders,emea,3DP,,TRUE
2023-02-01,number_of_orders,emea,3DP,,TRUE
2023-03-01,number_of_orders,emea,3DP,,TRUE
2023-04-01,number_of_orders,emea,3DP,,TRUE
2023-05-01,number_of_orders,emea,3DP,,TRUE
2023-06-01,number_of_orders,emea,3DP,,TRUE
2023-07-01,number_of_orders,emea,3DP,,TRUE
2023-08-01,number_of_orders,emea,3DP,,TRUE
2023-09-01,number_of_orders,emea,3DP,,TRUE
2023-10-01,number_of_orders,emea,3DP,,TRUE
2023-11-01,number_of_orders,emea,3DP,,TRUE
2023-12-01,number_of_orders,emea,3DP,,TRUE
2023-01-01,number_of_orders,emea,IM,,TRUE
2023-02-01,number_of_orders,emea,IM,,TRUE
2023-03-01,number_of_orders,emea,IM,,TRUE
2023-04-01,number_of_orders,emea,IM,,TRUE
2023-05-01,number_of_orders,emea,IM,,TRUE
2023-06-01,number_of_orders,emea,IM,,TRUE
2023-07-01,number_of_orders,emea,IM,,TRUE
2023-08-01,number_of_orders,emea,IM,,TRUE
2023-09-01,number_of_orders,emea,IM,,TRUE
2023-10-01,number_of_orders,emea,IM,,TRUE
2023-11-01,number_of_orders,emea,IM,,TRUE
2023-12-01,number_of_orders,emea,IM,,TRUE
2023-01-01,average_order_value,na,CNC,1212,TRUE
2023-02-01,average_order_value,na,CNC,1400,TRUE
2023-03-01,average_order_value,na,CNC,1700,TRUE
2023-04-01,average_order_value,na,CNC,1700,TRUE
2023-05-01,average_order_value,na,CNC,1700,TRUE
2023-06-01,average_order_value,na,CNC,1800,TRUE
2023-07-01,average_order_value,na,CNC,1800,TRUE
2023-08-01,average_order_value,na,CNC,1800,TRUE
2023-09-01,average_order_value,na,CNC,1800,TRUE
2023-10-01,average_order_value,na,CNC,1900,TRUE
2023-11-01,average_order_value,na,CNC,1900,TRUE
2023-12-01,average_order_value,na,CNC,1900,TRUE
2023-01-01,average_order_value,na,3DP,601,TRUE
2023-02-01,average_order_value,na,3DP,601,TRUE
2023-03-01,average_order_value,na,3DP,601,TRUE
2023-04-01,average_order_value,na,3DP,601,TRUE
2023-05-01,average_order_value,na,3DP,601,TRUE
2023-06-01,average_order_value,na,3DP,601,TRUE
2023-07-01,average_order_value,na,3DP,601,TRUE
2023-08-01,average_order_value,na,3DP,601,TRUE
2023-09-01,average_order_value,na,3DP,601,TRUE
2023-10-01,average_order_value,na,3DP,601,TRUE
2023-11-01,average_order_value,na,3DP,601,TRUE
2023-12-01,average_order_value,na,3DP,601,TRUE
2023-01-01,average_order_value,na,IM,13280,TRUE
2023-02-01,average_order_value,na,IM,13280,TRUE
2023-03-01,average_order_value,na,IM,13280,TRUE
2023-04-01,average_order_value,na,IM,13280,TRUE
2023-05-01,average_order_value,na,IM,13280,TRUE
2023-06-01,average_order_value,na,IM,13280,TRUE
2023-07-01,average_order_value,na,IM,13280,TRUE
2023-08-01,average_order_value,na,IM,13280,TRUE
2023-09-01,average_order_value,na,IM,13280,TRUE
2023-10-01,average_order_value,na,IM,13280,TRUE
2023-11-01,average_order_value,na,IM,13280,TRUE
2023-12-01,average_order_value,na,IM,13280,TRUE
2023-01-01,average_order_value,emea,CNC,2268,TRUE
2023-02-01,average_order_value,emea,CNC,2268,TRUE
2023-03-01,average_order_value,emea,CNC,2268,TRUE
2023-04-01,average_order_value,emea,CNC,2268,TRUE
2023-05-01,average_order_value,emea,CNC,2268,TRUE
2023-06-01,average_order_value,emea,CNC,2268,TRUE
2023-07-01,average_order_value,emea,CNC,2268,TRUE
2023-08-01,average_order_value,emea,CNC,2268,TRUE
2023-09-01,average_order_value,emea,CNC,2268,TRUE
2023-10-01,average_order_value,emea,CNC,2268,TRUE
2023-11-01,average_order_value,emea,CNC,2268,TRUE
2023-12-01,average_order_value,emea,CNC,2268,TRUE
2023-01-01,average_order_value,emea,3DP,,TRUE
2023-02-01,average_order_value,emea,3DP,,TRUE
2023-03-01,average_order_value,emea,3DP,,TRUE
2023-04-01,average_order_value,emea,3DP,,TRUE
2023-05-01,average_order_value,emea,3DP,,TRUE
2023-06-01,average_order_value,emea,3DP,,TRUE
2023-07-01,average_order_value,emea,3DP,,TRUE
2023-08-01,average_order_value,emea,3DP,,TRUE
2023-09-01,average_order_value,emea,3DP,,TRUE
2023-10-01,average_order_value,emea,3DP,,TRUE
2023-11-01,average_order_value,emea,3DP,,TRUE
2023-12-01,average_order_value,emea,3DP,,TRUE
2023-01-01,average_order_value,emea,IM,,TRUE
2023-02-01,average_order_value,emea,IM,,TRUE
2023-03-01,average_order_value,emea,IM,,TRUE
2023-04-01,average_order_value,emea,IM,,TRUE
2023-05-01,average_order_value,emea,IM,,TRUE
2023-06-01,average_order_value,emea,IM,,TRUE
2023-07-01,average_order_value,emea,IM,,TRUE
2023-08-01,average_order_value,emea,IM,,TRUE
2023-09-01,average_order_value,emea,IM,,TRUE
2023-10-01,average_order_value,emea,IM,,TRUE
2023-11-01,average_order_value,emea,IM,,TRUE
2023-12-01,average_order_value,emea,IM,,TRUE
2023-01-01,quotes,na,CNC,140,TRUE
2023-02-01,quotes,na,CNC,163,TRUE
2023-03-01,quotes,na,CNC,173,TRUE
2023-04-01,quotes,na,CNC,386,TRUE
2023-05-01,quotes,na,CNC,954,TRUE
2023-06-01,quotes,na,CNC,1313,TRUE
2023-07-01,quotes,na,CNC,2070,TRUE
2023-08-01,quotes,na,CNC,2084,TRUE
2023-09-01,quotes,na,CNC,2248,TRUE
2023-10-01,quotes,na,CNC,2476,TRUE
2023-11-01,quotes,na,CNC,2337,TRUE
2023-12-01,quotes,na,CNC,2401,TRUE
2023-01-01,quotes,na,3DP,,TRUE
2023-02-01,quotes,na,3DP,,TRUE
2023-03-01,quotes,na,3DP,,TRUE
2023-04-01,quotes,na,3DP,,TRUE
2023-05-01,quotes,na,3DP,,TRUE
2023-06-01,quotes,na,3DP,2,TRUE
2023-07-01,quotes,na,3DP,4,TRUE
2023-08-01,quotes,na,3DP,16,TRUE
2023-09-01,quotes,na,3DP,133,TRUE
2023-10-01,quotes,na,3DP,354,TRUE
2023-11-01,quotes,na,3DP,543,TRUE
2023-12-01,quotes,na,3DP,657,TRUE
2023-01-01,quotes,na,IM,66,TRUE
2023-02-01,quotes,na,IM,87,TRUE
2023-03-01,quotes,na,IM,109,TRUE
2023-04-01,quotes,na,IM,114,TRUE
2023-05-01,quotes,na,IM,119,TRUE
2023-06-01,quotes,na,IM,125,TRUE
2023-07-01,quotes,na,IM,124,TRUE
2023-08-01,quotes,na,IM,114,TRUE
2023-09-01,quotes,na,IM,106,TRUE
2023-10-01,quotes,na,IM,107,TRUE
2023-11-01,quotes,na,IM,111,TRUE
2023-12-01,quotes,na,IM,116,TRUE
2023-01-01,quotes,emea,CNC,289,TRUE
2023-02-01,quotes,emea,CNC,321,TRUE
2023-03-01,quotes,emea,CNC,319,TRUE
2023-04-01,quotes,emea,CNC,529,TRUE
2023-05-01,quotes,emea,CNC,1075,TRUE
2023-06-01,quotes,emea,CNC,1500,TRUE
2023-07-01,quotes,emea,CNC,2257,TRUE
2023-08-01,quotes,emea,CNC,2264,TRUE
2023-09-01,quotes,emea,CNC,2422,TRUE
2023-10-01,quotes,emea,CNC,2778,TRUE
2023-11-01,quotes,emea,CNC,2618,TRUE
2023-12-01,quotes,emea,CNC,2690,TRUE
2023-01-01,quotes,emea,3DP,,TRUE
2023-02-01,quotes,emea,3DP,,TRUE
2023-03-01,quotes,emea,3DP,,TRUE
2023-04-01,quotes,emea,3DP,,TRUE
2023-05-01,quotes,emea,3DP,,TRUE
2023-06-01,quotes,emea,3DP,,TRUE
2023-07-01,quotes,emea,3DP,,TRUE
2023-08-01,quotes,emea,3DP,,TRUE
2023-09-01,quotes,emea,3DP,,TRUE
2023-10-01,quotes,emea,3DP,,TRUE
2023-11-01,quotes,emea,3DP,,TRUE
2023-12-01,quotes,emea,3DP,,TRUE
2023-01-01,quotes,emea,IM,,TRUE
2023-02-01,quotes,emea,IM,,TRUE
2023-03-01,quotes,emea,IM,,TRUE
2023-04-01,quotes,emea,IM,,TRUE
2023-05-01,quotes,emea,IM,,TRUE
2023-06-01,quotes,emea,IM,,TRUE
2023-07-01,quotes,emea,IM,,TRUE
2023-08-01,quotes,emea,IM,,TRUE
2023-09-01,quotes,emea,IM,,TRUE
2023-10-01,quotes,emea,IM,,TRUE
2023-11-01,quotes,emea,IM,,TRUE
2023-12-01,quotes,emea,IM,,TRUE
2023-01-01,pre_calculated_margin,na,CNC,28152,TRUE
2023-02-01,pre_calculated_margin,na,CNC,37248,TRUE
2023-03-01,pre_calculated_margin,na,CNC,49229,TRUE
2023-04-01,pre_calculated_margin,na,CNC,111987,TRUE
2023-05-01,pre_calculated_margin,na,CNC,280859,TRUE
2023-06-01,pre_calculated_margin,na,CNC,414938,TRUE
2023-07-01,pre_calculated_margin,na,CNC,660360,TRUE
2023-08-01,pre_calculated_margin,na,CNC,669223,TRUE
2023-09-01,pre_calculated_margin,na,CNC,726699,TRUE
2023-10-01,pre_calculated_margin,na,CNC,847085,TRUE
2023-11-01,pre_calculated_margin,na,CNC,799630,TRUE
2023-12-01,pre_calculated_margin,na,CNC,821459,TRUE
2023-01-01,pre_calculated_margin,na,3DP,,TRUE
2023-02-01,pre_calculated_margin,na,3DP,,TRUE
2023-03-01,pre_calculated_margin,na,3DP,,TRUE
2023-04-01,pre_calculated_margin,na,3DP,,TRUE
2023-05-01,pre_calculated_margin,na,3DP,,TRUE
2023-06-01,pre_calculated_margin,na,3DP,260,TRUE
2023-07-01,pre_calculated_margin,na,3DP,475,TRUE
2023-08-01,pre_calculated_margin,na,3DP,1741,TRUE
2023-09-01,pre_calculated_margin,na,3DP,14347,TRUE
2023-10-01,pre_calculated_margin,na,3DP,38357,TRUE
2023-11-01,pre_calculated_margin,na,3DP,58746,TRUE
2023-12-01,pre_calculated_margin,na,3DP,71106,TRUE
2023-01-01,pre_calculated_margin,na,IM,57677,TRUE
2023-02-01,pre_calculated_margin,na,IM,75443,TRUE
2023-03-01,pre_calculated_margin,na,IM,97151,TRUE
2023-04-01,pre_calculated_margin,na,IM,103438,TRUE
2023-05-01,pre_calculated_margin,na,IM,109024,TRUE
2023-06-01,pre_calculated_margin,na,IM,116666,TRUE
2023-07-01,pre_calculated_margin,na,IM,116376,TRUE
2023-08-01,pre_calculated_margin,na,IM,108231,TRUE
2023-09-01,pre_calculated_margin,na,IM,101198,TRUE
2023-10-01,pre_calculated_margin,na,IM,102420,TRUE
2023-11-01,pre_calculated_margin,na,IM,105761,TRUE
2023-12-01,pre_calculated_margin,na,IM,110857,TRUE
2023-01-01,pre_calculated_margin,emea,CNC,58530,TRUE
2023-02-01,pre_calculated_margin,emea,CNC,57618,TRUE
2023-03-01,pre_calculated_margin,emea,CNC,47923,TRUE
2023-04-01,pre_calculated_margin,emea,CNC,51957,TRUE
2023-05-01,pre_calculated_margin,emea,CNC,56796,TRUE
2023-06-01,pre_calculated_margin,emea,CNC,62715,TRUE
2023-07-01,pre_calculated_margin,emea,CNC,65142,TRUE
2023-08-01,pre_calculated_margin,emea,CNC,63572,TRUE
2023-09-01,pre_calculated_margin,emea,CNC,62598,TRUE
2023-10-01,pre_calculated_margin,emea,CNC,60586,TRUE
2023-11-01,pre_calculated_margin,emea,CNC,55820,TRUE
2023-12-01,pre_calculated_margin,emea,CNC,57384,TRUE
2023-01-01,pre_calculated_margin,emea,3DP,,TRUE
2023-02-01,pre_calculated_margin,emea,3DP,,TRUE
2023-03-01,pre_calculated_margin,emea,3DP,,TRUE
2023-04-01,pre_calculated_margin,emea,3DP,,TRUE
2023-05-01,pre_calculated_margin,emea,3DP,,TRUE
2023-06-01,pre_calculated_margin,emea,3DP,,TRUE
2023-07-01,pre_calculated_margin,emea,3DP,,TRUE
2023-08-01,pre_calculated_margin,emea,3DP,,TRUE
2023-09-01,pre_calculated_margin,emea,3DP,,TRUE
2023-10-01,pre_calculated_margin,emea,3DP,,TRUE
2023-11-01,pre_calculated_margin,emea,3DP,,TRUE
2023-12-01,pre_calculated_margin,emea,3DP,,TRUE
2023-01-01,pre_calculated_margin,emea,IM,,TRUE
2023-02-01,pre_calculated_margin,emea,IM,,TRUE
2023-03-01,pre_calculated_margin,emea,IM,,TRUE
2023-04-01,pre_calculated_margin,emea,IM,,TRUE
2023-05-01,pre_calculated_margin,emea,IM,,TRUE
2023-06-01,pre_calculated_margin,emea,IM,,TRUE
2023-07-01,pre_calculated_margin,emea,IM,,TRUE
2023-08-01,pre_calculated_margin,emea,IM,,TRUE
2023-09-01,pre_calculated_margin,emea,IM,,TRUE
2023-10-01,pre_calculated_margin,emea,IM,,TRUE
2023-11-01,pre_calculated_margin,emea,IM,,TRUE
2023-12-01,pre_calculated_margin,emea,IM,,TRUE
2023-01-01,recognized_revenue,NULL,NULL,312183,TRUE
2023-02-01,recognized_revenue,NULL,NULL,338487,TRUE
2023-03-01,recognized_revenue,NULL,NULL,427343,TRUE
2023-04-01,recognized_revenue,NULL,NULL,501442,TRUE
2023-05-01,recognized_revenue,NULL,NULL,545926,TRUE
2023-06-01,recognized_revenue,NULL,NULL,1261650,TRUE
2023-07-01,recognized_revenue,NULL,NULL,1379831,TRUE
2023-08-01,recognized_revenue,NULL,NULL,2602801,TRUE
2023-09-01,recognized_revenue,NULL,NULL,2334772,TRUE
2023-10-01,recognized_revenue,NULL,NULL,2369214,TRUE
2023-11-01,recognized_revenue,NULL,NULL,3102393,TRUE
2023-12-01,recognized_revenue,NULL,NULL,2757454,TRUE
2023-01-01,closed_sales,NULL,NULL,436367,TRUE
2023-02-01,closed_sales,NULL,NULL,522436,TRUE
2023-03-01,closed_sales,NULL,NULL,578882,TRUE
2023-04-01,closed_sales,NULL,NULL,783274,TRUE
2023-05-01,closed_sales,NULL,NULL,1290203,TRUE
2023-06-01,closed_sales,NULL,NULL,1693705,TRUE
2023-07-01,closed_sales,NULL,NULL,2376934,TRUE
2023-08-01,closed_sales,NULL,NULL,2361916,TRUE
2023-09-01,closed_sales,NULL,NULL,2518743,TRUE
2023-10-01,closed_sales,NULL,NULL,2910997,TRUE
2023-11-01,closed_sales,NULL,NULL,2831891,TRUE
2023-12-01,closed_sales,NULL,NULL,2945313,TRUE
2023-01-01,pre_calculated_margin,NULL,NULL,144359,TRUE
2023-02-01,pre_calculated_margin,NULL,NULL,170308,TRUE
2023-03-01,pre_calculated_margin,NULL,NULL,194302,TRUE
2023-04-01,pre_calculated_margin,NULL,NULL,267381,TRUE
2023-05-01,pre_calculated_margin,NULL,NULL,446679,TRUE
2023-06-01,pre_calculated_margin,NULL,NULL,594579,TRUE
2023-07-01,pre_calculated_margin,NULL,NULL,842353,TRUE
2023-08-01,pre_calculated_margin,NULL,NULL,842767,TRUE
2023-09-01,pre_calculated_margin,NULL,NULL,904841,TRUE
2023-10-01,pre_calculated_margin,NULL,NULL,1048448,TRUE
2023-11-01,pre_calculated_margin,NULL,NULL,1019956,TRUE
2023-12-01,pre_calculated_margin,NULL,NULL,1060807,TRUE
2024-01-01,recognized_revenue,na,CNC,1028287,TRUE
2024-02-01,recognized_revenue,na,CNC,1075561,TRUE
2024-03-01,recognized_revenue,na,CNC,1121180,TRUE
2024-04-01,recognized_revenue,na,CNC,1212246,TRUE
2024-05-01,recognized_revenue,na,CNC,1307385,TRUE
2024-06-01,recognized_revenue,na,CNC,1422213,TRUE
2024-07-01,recognized_revenue,na,CNC,1517161,TRUE
2024-08-01,recognized_revenue,na,CNC,1573752,TRUE
2024-09-01,recognized_revenue,na,CNC,1626981,TRUE
2024-10-01,recognized_revenue,na,CNC,1742152,TRUE
2024-11-01,recognized_revenue,na,CNC,1947871,TRUE
2024-12-01,recognized_revenue,na,CNC,2152006,TRUE
2024-01-01,recognized_revenue,na,3DP,95172,TRUE
2024-02-01,recognized_revenue,na,3DP,100540,TRUE
2024-03-01,recognized_revenue,na,3DP,105679,TRUE
2024-04-01,recognized_revenue,na,3DP,115047,TRUE
2024-05-01,recognized_revenue,na,3DP,124764,TRUE
2024-06-01,recognized_revenue,na,3DP,136310,TRUE
2024-07-01,recognized_revenue,na,3DP,145880,TRUE
2024-08-01,recognized_revenue,na,3DP,151657,TRUE
2024-09-01,recognized_revenue,na,3DP,156989,TRUE
2024-10-01,recognized_revenue,na,3DP,168173,TRUE
2024-11-01,recognized_revenue,na,3DP,187960,TRUE
2024-12-01,recognized_revenue,na,3DP,207424,TRUE
2024-01-01,recognized_revenue,na,IM,243278,TRUE
2024-02-01,recognized_revenue,na,IM,256385,TRUE
2024-03-01,recognized_revenue,na,IM,269164,TRUE
2024-04-01,recognized_revenue,na,IM,292988,TRUE
2024-05-01,recognized_revenue,na,IM,318000,TRUE
2024-06-01,recognized_revenue,na,IM,348028,TRUE
2024-07-01,recognized_revenue,na,IM,373405,TRUE
2024-08-01,recognized_revenue,na,IM,389462,TRUE
2024-09-01,recognized_revenue,na,IM,404750,TRUE
2024-10-01,recognized_revenue,na,IM,435577,TRUE
2024-11-01,recognized_revenue,na,IM,489353,TRUE
2024-12-01,recognized_revenue,na,IM,543130,TRUE
2024-01-01,recognized_revenue,na,SM,43276,TRUE
2024-02-01,recognized_revenue,na,SM,44165,TRUE
2024-03-01,recognized_revenue,na,SM,44933,TRUE
2024-04-01,recognized_revenue,na,SM,47429,TRUE
2024-05-01,recognized_revenue,na,SM,49949,TRUE
2024-06-01,recognized_revenue,na,SM,53069,TRUE
2024-07-01,recognized_revenue,na,SM,55302,TRUE
2024-08-01,recognized_revenue,na,SM,56044,TRUE
2024-09-01,recognized_revenue,na,SM,56612,TRUE
2024-10-01,recognized_revenue,na,SM,59235,TRUE
2024-11-01,recognized_revenue,na,SM,64721,TRUE
2024-12-01,recognized_revenue,na,SM,69875,TRUE
2024-01-01,recognized_revenue,na,Other,0,TRUE
2024-02-01,recognized_revenue,na,Other,0,TRUE
2024-03-01,recognized_revenue,na,Other,0,TRUE
2024-04-01,recognized_revenue,na,Other,0,TRUE
2024-05-01,recognized_revenue,na,Other,0,TRUE
2024-06-01,recognized_revenue,na,Other,0,TRUE
2024-07-01,recognized_revenue,na,Other,0,TRUE
2024-08-01,recognized_revenue,na,Other,0,TRUE
2024-09-01,recognized_revenue,na,Other,0,TRUE
2024-10-01,recognized_revenue,na,Other,0,TRUE
2024-11-01,recognized_revenue,na,Other,0,TRUE
2024-12-01,recognized_revenue,na,Other,0,TRUE
2024-01-01,recognized_revenue,na,CNC,2399335,FALSE
2024-02-01,recognized_revenue,na,CNC,2404194,FALSE
2024-03-01,recognized_revenue,na,CNC,2402528,FALSE
2024-04-01,recognized_revenue,na,CNC,2491840,FALSE
2024-05-01,recognized_revenue,na,CNC,2579435,FALSE
2024-06-01,recognized_revenue,na,CNC,2694720,FALSE
2024-07-01,recognized_revenue,na,CNC,2762011,FALSE
2024-08-01,recognized_revenue,na,CNC,2754066,FALSE
2024-09-01,recognized_revenue,na,CNC,2738091,FALSE
2024-10-01,recognized_revenue,na,CNC,2820628,FALSE
2024-11-01,recognized_revenue,na,CNC,3035054,FALSE
2024-12-01,recognized_revenue,na,CNC,3228009,FALSE
2024-01-01,recognized_revenue,na,3DP,499651,FALSE
2024-02-01,recognized_revenue,na,3DP,497268,FALSE
2024-03-01,recognized_revenue,na,3DP,493530,FALSE
2024-04-01,recognized_revenue,na,3DP,508362,FALSE
2024-05-01,recognized_revenue,na,3DP,522595,FALSE
2024-06-01,recognized_revenue,na,3DP,542155,FALSE
2024-07-01,recognized_revenue,na,3DP,551806,FALSE
2024-08-01,recognized_revenue,na,3DP,546347,FALSE
2024-09-01,recognized_revenue,na,3DP,539332,FALSE
2024-10-01,recognized_revenue,na,3DP,551634,FALSE
2024-11-01,recognized_revenue,na,3DP,589318,FALSE
2024-12-01,recognized_revenue,na,3DP,622271,FALSE
2024-01-01,recognized_revenue,na,IM,60819,FALSE
2024-02-01,recognized_revenue,na,IM,64096,FALSE
2024-03-01,recognized_revenue,na,IM,67291,FALSE
2024-04-01,recognized_revenue,na,IM,73247,FALSE
2024-05-01,recognized_revenue,na,IM,79500,FALSE
2024-06-01,recognized_revenue,na,IM,87007,FALSE
2024-07-01,recognized_revenue,na,IM,93351,FALSE
2024-08-01,recognized_revenue,na,IM,97366,FALSE
2024-09-01,recognized_revenue,na,IM,101187,FALSE
2024-10-01,recognized_revenue,na,IM,108894,FALSE
2024-11-01,recognized_revenue,na,IM,122338,FALSE
2024-12-01,recognized_revenue,na,IM,135782,FALSE
2024-01-01,recognized_revenue,na,SM,105952,FALSE
2024-02-01,recognized_revenue,na,SM,105316,FALSE
2024-03-01,recognized_revenue,na,SM,104390,FALSE
2024-04-01,recognized_revenue,na,SM,107383,FALSE
2024-05-01,recognized_revenue,na,SM,110236,FALSE
2024-06-01,recognized_revenue,na,SM,114198,FALSE
2024-07-01,recognized_revenue,na,SM,116056,FALSE
2024-08-01,recognized_revenue,na,SM,114728,FALSE
2024-09-01,recognized_revenue,na,SM,113071,FALSE
2024-10-01,recognized_revenue,na,SM,115454,FALSE
2024-11-01,recognized_revenue,na,SM,123123,FALSE
2024-12-01,recognized_revenue,na,SM,129768,FALSE
2024-01-01,recognized_revenue,na,Other,1745,FALSE
2024-02-01,recognized_revenue,na,Other,1752,FALSE
2024-03-01,recognized_revenue,na,Other,1754,FALSE
2024-04-01,recognized_revenue,na,Other,1822,FALSE
2024-05-01,recognized_revenue,na,Other,1890,FALSE
2024-06-01,recognized_revenue,na,Other,1979,FALSE
2024-07-01,recognized_revenue,na,Other,2032,FALSE
2024-08-01,recognized_revenue,na,Other,2030,FALSE
2024-09-01,recognized_revenue,na,Other,2023,FALSE
2024-10-01,recognized_revenue,na,Other,2088,FALSE
2024-11-01,recognized_revenue,na,Other,2252,FALSE
2024-12-01,recognized_revenue,na,Other,2400,FALSE
2024-01-01,recognized_revenue,emea,CNC,2420683,FALSE
2024-02-01,recognized_revenue,emea,CNC,2432903,FALSE
2024-03-01,recognized_revenue,emea,CNC,2438954,FALSE
2024-04-01,recognized_revenue,emea,CNC,2538100,FALSE
2024-05-01,recognized_revenue,emea,CNC,2636588,FALSE
2024-06-01,recognized_revenue,emea,CNC,2764632,FALSE
2024-07-01,recognized_revenue,emea,CNC,2844689,FALSE
2024-08-01,recognized_revenue,emea,CNC,2848071,FALSE
2024-09-01,recognized_revenue,emea,CNC,2843643,FALSE
2024-10-01,recognized_revenue,emea,CNC,2942457,FALSE
2024-11-01,recognized_revenue,emea,CNC,3180946,FALSE
2024-12-01,recognized_revenue,emea,CNC,3399706,FALSE
2024-01-01,recognized_revenue,emea,3DP,420081,FALSE
2024-02-01,recognized_revenue,emea,3DP,417963,FALSE
2024-03-01,recognized_revenue,emea,3DP,414746,FALSE
2024-04-01,recognized_revenue,emea,3DP,427170,FALSE
2024-05-01,recognized_revenue,emea,3DP,439130,FALSE
2024-06-01,recognized_revenue,emea,3DP,455608,FALSE
2024-07-01,recognized_revenue,emea,3DP,463805,FALSE
2024-08-01,recognized_revenue,emea,3DP,459346,FALSE
2024-09-01,recognized_revenue,emea,3DP,453621,FALSE
2024-10-01,recognized_revenue,emea,3DP,464190,FALSE
2024-11-01,recognized_revenue,emea,3DP,496190,FALSE
2024-12-01,recognized_revenue,emea,3DP,524295,FALSE
2024-01-01,recognized_revenue,emea,IM,214761,FALSE
2024-02-01,recognized_revenue,emea,IM,224067,FALSE
2024-03-01,recognized_revenue,emea,IM,232879,FALSE
2024-04-01,recognized_revenue,emea,IM,250950,FALSE
2024-05-01,recognized_revenue,emea,IM,269640,FALSE
2024-06-01,recognized_revenue,emea,IM,292138,FALSE
2024-07-01,recognized_revenue,emea,IM,310288,FALSE
2024-08-01,recognized_revenue,emea,IM,320374,FALSE
2024-09-01,recognized_revenue,emea,IM,329595,FALSE
2024-10-01,recognized_revenue,emea,IM,351120,FALSE
2024-11-01,recognized_revenue,emea,IM,390485,FALSE
2024-12-01,recognized_revenue,emea,IM,429014,FALSE
2024-01-01,recognized_revenue,emea,SM,105389,FALSE
2024-02-01,recognized_revenue,emea,SM,104511,FALSE
2024-03-01,recognized_revenue,emea,SM,103354,FALSE
2024-04-01,recognized_revenue,emea,SM,106080,FALSE
2024-05-01,recognized_revenue,emea,SM,108661,FALSE
2024-06-01,recognized_revenue,emea,SM,112325,FALSE
2024-07-01,recognized_revenue,emea,SM,113914,FALSE
2024-08-01,recognized_revenue,emea,SM,112383,FALSE
2024-09-01,recognized_revenue,emea,SM,110540,FALSE
2024-10-01,recognized_revenue,emea,SM,112654,FALSE
2024-11-01,recognized_revenue,emea,SM,119913,FALSE
2024-12-01,recognized_revenue,emea,SM,126157,FALSE
2024-01-01,recognized_revenue,emea,Other,1232,FALSE
2024-02-01,recognized_revenue,emea,Other,1225,FALSE
2024-03-01,recognized_revenue,emea,Other,1214,FALSE
2024-04-01,recognized_revenue,emea,Other,1249,FALSE
2024-05-01,recognized_revenue,emea,Other,1282,FALSE
2024-06-01,recognized_revenue,emea,Other,1329,FALSE
2024-07-01,recognized_revenue,emea,Other,1351,FALSE
2024-08-01,recognized_revenue,emea,Other,1336,FALSE
2024-09-01,recognized_revenue,emea,Other,1318,FALSE
2024-10-01,recognized_revenue,emea,Other,1347,FALSE
2024-11-01,recognized_revenue,emea,Other,1437,FALSE
2024-12-01,recognized_revenue,emea,Other,1517,FALSE
2024-01-01,recognized_revenue,emea,CNC,138500,TRUE
2024-02-01,recognized_revenue,emea,CNC,139199,TRUE
2024-03-01,recognized_revenue,emea,CNC,139546,TRUE
2024-04-01,recognized_revenue,emea,CNC,145218,TRUE
2024-05-01,recognized_revenue,emea,CNC,150853,TRUE
2024-06-01,recognized_revenue,emea,CNC,158179,TRUE
2024-07-01,recognized_revenue,emea,CNC,162760,TRUE
2024-08-01,recognized_revenue,emea,CNC,162953,TRUE
2024-09-01,recognized_revenue,emea,CNC,162700,TRUE
2024-10-01,recognized_revenue,emea,CNC,168354,TRUE
2024-11-01,recognized_revenue,emea,CNC,181999,TRUE
2024-12-01,recognized_revenue,emea,CNC,194515,TRUE
2024-01-01,recognized_revenue,emea,3DP,24035,TRUE
2024-02-01,recognized_revenue,emea,3DP,23914,TRUE
2024-03-01,recognized_revenue,emea,3DP,23730,TRUE
2024-04-01,recognized_revenue,emea,3DP,24441,TRUE
2024-05-01,recognized_revenue,emea,3DP,25125,TRUE
2024-06-01,recognized_revenue,emea,3DP,26068,TRUE
2024-07-01,recognized_revenue,emea,3DP,26537,TRUE
2024-08-01,recognized_revenue,emea,3DP,26282,TRUE
2024-09-01,recognized_revenue,emea,3DP,25954,TRUE
2024-10-01,recognized_revenue,emea,3DP,26559,TRUE
2024-11-01,recognized_revenue,emea,3DP,28390,TRUE
2024-12-01,recognized_revenue,emea,3DP,29998,TRUE
2024-01-01,recognized_revenue,emea,IM,12288,TRUE
2024-02-01,recognized_revenue,emea,IM,12820,TRUE
2024-03-01,recognized_revenue,emea,IM,13324,TRUE
2024-04-01,recognized_revenue,emea,IM,14358,TRUE
2024-05-01,recognized_revenue,emea,IM,15428,TRUE
2024-06-01,recognized_revenue,emea,IM,16715,TRUE
2024-07-01,recognized_revenue,emea,IM,17753,TRUE
2024-08-01,recognized_revenue,emea,IM,18330,TRUE
2024-09-01,recognized_revenue,emea,IM,18858,TRUE
